Model	Tumor Type	Treatment	Volume (mm3)	body weight (g)	Days Post T0	% TVol Difference	% BW Difference
X-1828	BRCA	LJM716 + trastuzumab	422.8	30.9	28	70.6	-3.7
X-1828	BRCA	LJM716 + trastuzumab	449.4	31.1	31	81.3	-3.1
X-1828	BRCA	LJM716 + trastuzumab	462.3	32.2	35	86.5	0.3
X-1828	BRCA	LJM716 + trastuzumab	480.3	31.8	38	93.7	-0.9
X-1828	BRCA	LJM716 + trastuzumab	474.7	32.3	42	91.5	0.6
X-1828	BRCA	LJM716 + trastuzumab	481.4	31.4	45	94.2	-2.2
X-1828	BRCA	LJM716 + trastuzumab	487.8	31.8	49	96.8	-0.9
X-1828	BRCA	LJM716 + trastuzumab	496	31.1	52	100.1	-3.1
X-1828	BRCA	LJM716 + trastuzumab	494.3	27.4	56	99.4	-14.6
X-1828	BRCA	LJM716 + trastuzumab	500.8	28	59	102	-12.8
X-1828	BRCA	LJM716 + trastuzumab	628.9	31.2	64	153.7	-2.8
X-1828	BRCA	LJM716 + trastuzumab	940	31	66	279.2	-3.4
X-1828	BRCA	LJM716 + trastuzumab	1066.4	31.6	70	330.2	-1.6
X-1828	BRCA	LKA136	192.6	26.4	0	0	0
X-1828	BRCA	LKA136	215.9	28.4	3	12.1	7.6
X-1828	BRCA	LKA136	275.7	28.1	6	43.1	6.4
X-1828	BRCA	LKA136	331.9	27.6	10	72.3	4.5
X-1828	BRCA	LKA136	344.8	28.5	13	79	8
X-1828	BRCA	LKA136	365.9	28.1	18	90	6.4
X-1828	BRCA	LKA136	388.2	28.8	21	101.6	9.1
X-1828	BRCA	LKA136	451.3	28.9	25	134.3	9.5
X-1828	BRCA	LKA136	519.6	28.9	28	169.8	9.5
X-1828	BRCA	LKA136	588.4	27.9	32	205.5	5.7
X-1828	BRCA	LKA136	607.4	28.4	35	215.4	7.6
X-1828	BRCA	LKA136	650.2	27.6	39	237.6	4.5
X-1828	BRCA	LKA136	662.2	26.4	42	243.8	0
X-1828	BRCA	LKA136	639.8	25.4	46	232.2	-3.8
X-1828	BRCA	LKA136	625	26.1	49	224.5	-1.1
X-1828	BRCA	LKA136	641.5	23.5	53	233.1	-11
X-1828	BRCA	LLM871	246.1	28.4	0	0	0
X-1828	BRCA	LLM871	277.2	27.8	2	12.6	-2.1
X-1828	BRCA	LLM871	288.6	27.5	6	17.3	-3.2
X-1828	BRCA	LLM871	304.2	28.2	9	23.6	-0.7
X-1828	BRCA	LLM871	317.4	27.3	12	29	-3.9
X-1828	BRCA	LLM871	339.5	27.5	16	38	-3.2
X-1828	BRCA	LLM871	341.9	27.4	20	38.9	-3.5
X-1828	BRCA	LLM871	359	27	23	45.9	-4.9
X-1828	BRCA	LLM871	359.6	26.8	27	46.1	-5.6
X-1828	BRCA	LLM871	366.4	26.8	29	48.9	-5.6
X-1828	BRCA	LLM871	362.7	26.3	33	47.4	-7.4
X-1828	BRCA	LLM871	357.4	26.8	37	45.2	-5.6
X-1828	BRCA	LLM871	330.5	27.7	41	34.3	-2.5
X-1828	BRCA	LLM871	356.2	26.7	44	44.7	-6
X-1828	BRCA	LLM871	372.6	26.5	48	51.4	-6.7
X-1828	BRCA	LLM871	379.2	26.4	51	54.1	-7
X-1828	BRCA	LLM871	408.1	27.1	55	65.8	-4.6
X-1828	BRCA	binimetinib	229	31.4	0	0	0
X-1828	BRCA	binimetinib	256.8	29.3	3	12.1	-6.7
X-1828	BRCA	binimetinib	259.6	29.7	7	13.4	-5.4
X-1828	BRCA	binimetinib	158.2	30.2	10	-30.9	-3.8
X-1828	BRCA	binimetinib	114.5	30.2	13	-50	-3.8
X-1828	BRCA	binimetinib	109.3	29.8	17	-52.3	-5.1
X-1828	BRCA	binimetinib	112.8	30	20	-50.7	-4.5
X-1828	BRCA	binimetinib	112.5	29	25	-50.9	-7.6
X-1828	BRCA	binimetinib	89.4	28.3	28	-61	-9.9
X-1828	BRCA	binimetinib	95	28.2	32	-58.5	-10.2
X-1828	BRCA	binimetinib	113.9	25.5	35	-50.3	-18.8
X-1828	BRCA	binimetinib	121.4	28.9	39	-47	-8
X-1828	BRCA	binimetinib	123.2	29.7	42	-46.2	-5.4
X-1828	BRCA	binimetinib	180.4	31.4	46	-21.2	0
X-1828	BRCA	binimetinib	218.4	29.6	49	-4.6	-5.7
X-1828	BRCA	binimetinib	237.2	27.9	53	3.6	-11.1
X-1828	BRCA	binimetinib	243.4	28.7	56	6.3	-8.6
X-1828	BRCA	binimetinib	239.1	28.8	60	4.4	-8.3
X-1828	BRCA	binimetinib	289	30.9	63	26.2	-1.6
X-1828	BRCA	binimetinib	260.1	30.7	66	13.6	-2.2
X-1828	BRCA	binimetinib	280.1	28.7	70	22.3	-8.6
X-1828	BRCA	binimetinib	284.7	29.2	74	24.3	-7
X-1828	BRCA	binimetinib	285.2	27.6	77	24.5	-12.1
X-1828	BRCA	binimetinib	287.8	26.8	81	25.7	-14.6
X-1828	BRCA	binimetinib	261.5	25.1	84	14.2	-20.1
X-1828	BRCA	binimetinib	258.8	27.9	88	13	-11.1
X-1828	BRCA	paclitaxel	243	28.3	0	0	0
X-1828	BRCA	paclitaxel	239.2	28.6	3	-1.6	1.1
X-1828	BRCA	paclitaxel	233	29.3	6	-4.1	3.5
X-1828	BRCA	paclitaxel	313.6	28.8	9	29.1	1.8
X-1828	BRCA	paclitaxel	297.3	29	13	22.3	2.5
X-1828	BRCA	paclitaxel	270.9	30.5	16	11.5	7.8
X-1828	BRCA	paclitaxel	227.5	31.2	21	-6.4	10.2
X-1828	BRCA	paclitaxel	228.5	28.6	24	-6	1.1
X-1828	BRCA	paclitaxel	206.2	29.1	28	-15.1	2.8
X-1828	BRCA	paclitaxel	222.4	27.6	31	-8.5	-2.5
X-1828	BRCA	paclitaxel	240.7	26.8	35	-0.9	-5.3
X-1828	BRCA	paclitaxel	238.9	27.1	38	-1.7	-4.2
X-1828	BRCA	paclitaxel	272.7	26	42	12.2	-8.1
X-1828	BRCA	paclitaxel	305.1	24.1	45	25.6	-14.8
X-1828	BRCA	paclitaxel	216.3	20.5	49	-11	-27.6
X-1828	BRCA	tamoxifen	205.5	30.8	0	0	0
X-1828	BRCA	tamoxifen	255.2	31.3	8	24.2	1.6
X-1828	BRCA	tamoxifen	261.6	30.8	11	27.3	0
X-1828	BRCA	tamoxifen	282.3	31.4	15	37.4	1.9
X-1828	BRCA	tamoxifen	292.9	32.7	18	42.5	6.2
X-1828	BRCA	tamoxifen	324.9	33	21	58.1	7.1
X-1828	BRCA	tamoxifen	332.5	33.1	25	61.8	7.5
X-1828	BRCA	tamoxifen	354.2	32	28	72.4	3.9
X-1828	BRCA	tamoxifen	357.4	32	31	73.9	3.9
X-1828	BRCA	tamoxifen	348.6	31.8	35	69.6	3.2
X-1828	BRCA	tamoxifen	362.8	32.3	40	76.5	4.9
X-1828	BRCA	tamoxifen	424.3	32.7	46	106.5	6.2
X-1828	BRCA	tamoxifen	517.3	32.2	49	151.7	4.5
X-1828	BRCA	tamoxifen	581.7	32.6	53	183.1	5.8
X-1828	BRCA	tamoxifen	635.7	32.3	56	209.3	4.9
X-1828	BRCA	tamoxifen	704.3	31.6	60	242.7	2.6
X-1828	BRCA	tamoxifen	742.8	32.9	63	261.5	6.8
X-1828	BRCA	tamoxifen	772	32.4	67	275.7	5.2
X-1828	BRCA	tamoxifen	924.2	31.8	70	349.7	3.2
X-1828	BRCA	tamoxifen	1001.2	31.1	74	387.2	1
X-1828	BRCA	trastuzumab	215.7	29.8	0	0	0
X-1828	BRCA	trastuzumab	226.1	30	3	4.8	0.7
X-1828	BRCA	trastuzumab	220.1	31.6	6	2	6
X-1828	BRCA	trastuzumab	243.1	31	15	12.7	4
X-1828	BRCA	trastuzumab	246.9	31.6	21	14.5	6
X-1828	BRCA	trastuzumab	248.5	31.2	24	15.2	4.7
X-1828	BRCA	trastuzumab	244.7	31.7	28	13.4	6.4
X-1828	BRCA	trastuzumab	211.6	32.2	31	-1.9	8.1
X-1828	BRCA	trastuzumab	222.6	32.3	35	3.2	8.4
X-1828	BRCA	trastuzumab	228.8	32.2	38	6.1	8.1
X-1828	BRCA	trastuzumab	227.5	32.6	42	5.5	9.4
X-1828	BRCA	trastuzumab	240.6	32.9	45	11.5	10.4
X-1828	BRCA	trastuzumab	259.2	31.4	49	20.2	5.4
X-1828	BRCA	trastuzumab	270.8	30.1	52	25.5	1
X-1828	BRCA	trastuzumab	270.6	28.9	56	25.5	-3
X-1828	BRCA	trastuzumab	316.4	29.7	59	46.7	-0.3
X-1828	BRCA	trastuzumab	336.2	29.1	64	55.9	-2.3
X-1828	BRCA	trastuzumab	396.6	29.7	66	83.9	-0.3
X-1828	BRCA	trastuzumab	494.5	31.7	70	129.3	6.4
X-1828	BRCA	trastuzumab	587.1	32	73	172.2	7.4
X-1828	BRCA	trastuzumab	640.7	32.2	76	197	8.1
X-1828	BRCA	untreated	235.9	27.4	0	0	0
X-1828	BRCA	untreated	306.3	27.7	3	29.8	1.1
X-1828	BRCA	untreated	335.4	27.8	7	42.2	1.5
X-1828	BRCA	untreated	446.1	28.4	10	89.1	3.6
X-1828	BRCA	untreated	453.6	28.8	13	92.3	5.1
X-1828	BRCA	untreated	555	28.6	17	135.3	4.4
X-1828	BRCA	untreated	632.5	29.6	20	168.1	8
X-1828	BRCA	untreated	652.1	29.8	25	176.4	8.8
X-1828	BRCA	untreated	703.3	29	28	198.1	5.8
X-1828	BRCA	untreated	700.4	29.2	32	196.9	6.6
X-1828	BRCA	untreated	833.8	29.5	35	253.5	7.7
X-1828	BRCA	untreated	997.8	30	39	323	9.5
X-1828	BRCA	untreated	1152.6	30.5	42	388.6	11.3
X-1828	BRCA	untreated	1191.3	31.1	46	405	13.5
X-1828	BRCA	untreated	1398	30.4	49	492.6	10.9
X-1828	BRCA	untreated	1595.8	30.7	53	576.5	12
X-1832	BRCA	BGJ398	289.3	27.2	0	0	0
X-1832	BRCA	BGJ398	392.1	28.2	3	35.5	3.7
X-1832	BRCA	BGJ398	487.4	28.6	7	68.5	5.1
X-1832	BRCA	BGJ398	648.1	29	10	124	6.6
X-1832	BRCA	BGJ398	900.5	29	14	211.3	6.6
X-1832	BRCA	BGJ398	1337.7	29.4	17	362.4	8.1
X-1832	BRCA	BGJ398	1794.3	29.8	21	520.2	9.6
X-1832	BRCA	BKM120	210.2	29.2	0	0	0
X-1832	BRCA	BKM120	215	29.7	3	2.3	1.7
X-1832	BRCA	BKM120	250.6	28.8	7	19.2	-1.4
X-1832	BRCA	BKM120	337.5	28.8	10	60.6	-1.4
X-1832	BRCA	BKM120	418	29.8	14	98.9	2.1
X-1832	BRCA	BKM120	509.6	29.6	17	142.4	1.4
X-1832	BRCA	BKM120	662.3	29.5	21	215.1	1
X-1832	BRCA	BKM120	780.7	29.7	24	271.4	1.7
X-1832	BRCA	BKM120	837.7	30.6	28	298.5	4.8
X-1832	BRCA	BKM120	1010.6	30.1	31	380.8	3.1
X-1832	BRCA	BKM120	1330.2	30.9	35	532.8	5.8
X-1832	BRCA	BYL719 + LJM716	200.9	26.9	0	0	0
X-1832	BRCA	BYL719 + LJM716	204.4	26.4	3	1.7	-1.9
X-1832	BRCA	BYL719 + LJM716	224.7	26.2	7	11.8	-2.6
X-1832	BRCA	BYL719 + LJM716	252.6	25.9	10	25.7	-3.7
X-1832	BRCA	BYL719 + LJM716	301.7	24.8	14	50.2	-7.8
X-1832	BRCA	BYL719 + LJM716	395.7	26.8	17	97	-0.4
X-1832	BRCA	BYL719 + LJM716	466.1	27.5	21	132	2.2
X-1832	BRCA	BYL719 + LJM716	485.6	27.8	24	141.7	3.3
X-1832	BRCA	BYL719 + LJM716	639.4	27.2	28	218.3	1.1
X-1832	BRCA	BYL719 + LJM716	643.2	26.3	31	220.2	-2.2
X-1832	BRCA	BYL719 + LJM716	667.4	25.2	35	232.2	-6.3
X-1832	BRCA	BYL719 + LJM716	723.3	26.3	38	260	-2.2
X-1832	BRCA	BYL719 + LJM716	781.8	25.6	42	289.1	-4.8
X-1832	BRCA	BYL719 + LJM716	794.1	26.1	45	295.3	-3
X-1832	BRCA	BYL719 + LJM716	735	25.8	49	265.9	-4.1
X-1832	BRCA	BYL719 + LJM716	709.3	24.3	52	253.1	-9.7
X-1832	BRCA	BYL719 + LJM716	722.1	25.3	56	259.4	-5.9
X-1832	BRCA	BYL719 + LJM716	899.5	25.9	63	347.7	-3.7
X-1832	BRCA	BYL719 + LJM716	1006.3	25.8	66	400.9	-4.1
X-1832	BRCA	BYL719 + LJM716	1554.2	27	70	673.6	0.4
X-1832	BRCA	BYL719	330.5	25.2	0	0	0
X-1832	BRCA	BYL719	365.1	26.1	3	10.5	3.6
X-1832	BRCA	BYL719	661.7	25.4	7	100.2	0.8
X-1832	BRCA	BYL719	750.4	27.7	10	127	9.9
X-1832	BRCA	BYL719	1020.5	26.5	14	208.8	5.2
X-1832	BRCA	BYL719	1583.6	27.1	17	379.2	7.5
X-1832	BRCA	BYL719 + LEE011	290.7	25.3	0	0	0
X-1832	BRCA	BYL719 + LEE011	336.4	25	4	15.7	-1.2
X-1832	BRCA	BYL719 + LEE011	372.4	20.9	7	28.1	-17.4
X-1832	BRCA	BYL719 + LEE011	407.2	21.5	10	40.1	-15
X-1832	BRCA	BYL719 + LEE011	1260.8	26.3	19	333.7	4
X-1832	BRCA	BYL719 + LEE011	1416.2	26.8	21	387.2	5.9
X-1832	BRCA	BYL719 + LEE011	1835.5	26.4	25	531.4	4.3
X-1832	BRCA	CGM097	237.8	NA	0	0	0
X-1832	BRCA	CGM097	341.2	30	4	43.5	0
X-1832	BRCA	CGM097	462.2	29.8	7	94.4	-0.7
X-1832	BRCA	CGM097	716.4	31.2	11	201.3	4
X-1832	BRCA	CGM097	1174.9	31.6	14	394.1	5.3
X-1832	BRCA	CGM097	1678.3	31.2	17	605.8	4
X-1832	BRCA	CLR457	213.9	26	0	0	0
X-1832	BRCA	CLR457	297.9	27.8	4	39.3	6.9
X-1832	BRCA	CLR457	406.9	27.6	7	90.2	6.2
X-1832	BRCA	CLR457	499.9	28	11	133.7	7.7
X-1832	BRCA	CLR457	771.2	28.2	14	260.5	8.5
X-1832	BRCA	CLR457	995	28.4	17	365.2	9.2
X-1832	BRCA	CLR457	1324.6	27.5	26	519.3	5.8
X-1832	BRCA	CLR457	1758.2	28.9	28	722	11.2
X-1832	BRCA	CLR457	2133	29.8	32	897.2	14.6
X-1832	BRCA	HDM201	275.1	28	0	0	0
X-1832	BRCA	HDM201	542.3	28.1	3	97.1	0.4
X-1832	BRCA	HDM201	774.1	28	7	181.4	0
X-1832	BRCA	HDM201	1097.8	27	10	299.1	-3.6
X-1832	BRCA	HDM201	1301.3	27.7	14	373	-1.1
X-1832	BRCA	HDM201	1534.3	27.4	17	457.7	-2.1
X-1832	BRCA	INC424	251.5	29.2	0	0	0
X-1832	BRCA	INC424	344.7	31.5	4	37.1	7.9
X-1832	BRCA	INC424	521.6	30.7	7	107.4	5.1
X-1832	BRCA	INC424	852.8	31.8	11	239.1	8.9
X-1832	BRCA	INC424	1172.8	32.2	14	366.3	10.3
X-1832	BRCA	INC424	1779.6	32.7	17	607.6	12
X-1832	BRCA	LEE011 + everolimus	225.8	26.5	0	0	0
X-1832	BRCA	LEE011 + everolimus	275.9	28.3	4	22.2	6.8
X-1832	BRCA	LEE011 + everolimus	310.2	27.7	7	37.4	4.5
X-1832	BRCA	LEE011 + everolimus	340.1	26.7	10	50.6	0.8
X-1832	BRCA	LEE011 + everolimus	529.6	28.1	19	134.5	6
X-1832	BRCA	LEE011 + everolimus	608.1	28.2	21	169.3	6.4
X-1832	BRCA	LEE011 + everolimus	649.8	28.6	25	187.8	7.9
X-1832	BRCA	LEE011 + everolimus	733.4	28.2	28	224.8	6.4
X-1832	BRCA	LEE011 + everolimus	879	28.4	32	289.3	7.2
X-1832	BRCA	LEE011 + everolimus	924.7	28.3	35	309.5	6.8
X-1832	BRCA	LEE011 + everolimus	973.2	27.7	39	331	4.5
X-1832	BRCA	LEE011 + everolimus	1051.4	28.6	42	365.6	7.9
X-1832	BRCA	LEE011 + everolimus	1225.8	28.8	46	442.9	8.7
X-1832	BRCA	LEE011	244	27.1	0	0	0
X-1832	BRCA	LEE011	303.9	28.4	4	24.5	4.8
X-1832	BRCA	LEE011	338.3	28.1	7	38.6	3.7
X-1832	BRCA	LEE011	419.7	28.8	11	72	6.3
X-1832	BRCA	LEE011	488.5	28.7	14	100.2	5.9
X-1832	BRCA	LEE011	540.6	28.8	17	121.6	6.3
X-1832	BRCA	LEE011	1109.5	30.2	26	354.7	11.4
X-1832	BRCA	LEE011	1165	29.7	28	377.5	9.6
X-1832	BRCA	LEE011	1758.7	31.3	32	620.8	15.5
X-1832	BRCA	LFA102	239.5	25.2	0	0	0
X-1832	BRCA	LFA102	279.5	24.7	3	16.7	-2
X-1832	BRCA	LFA102	454.3	25.5	10	89.7	1.2
X-1832	BRCA	LFA102	567	25.2	13	136.7	0
X-1832	BRCA	LFA102	875.6	26.1	22	265.6	3.6
X-1832	BRCA	LFA102	944.5	26.5	24	294.4	5.2
X-1832	BRCA	LFA102	1391	26.5	28	480.8	5.2
X-1832	BRCA	LJM716	213	27.8	0	0	0
X-1832	BRCA	LJM716	162.4	25.9	4	-23.8	-6.8
X-1832	BRCA	LJM716	285.8	27.7	8	34.2	-0.4
X-1832	BRCA	LJM716	378.7	27.4	11	77.8	-1.4
X-1832	BRCA	LJM716	411.7	27.9	14	93.3	0.4
X-1832	BRCA	LJM716	691.8	27.5	23	224.8	-1.1
X-1832	BRCA	LJM716	931	28.8	25	337.1	3.6
X-1832	BRCA	LJM716	1525.8	29.2	29	616.3	5
X-1832	BRCA	LJM716 + trastuzumab	234.1	22.7	0	0	0
X-1832	BRCA	LJM716 + trastuzumab	327.5	21.4	3	39.9	-5.7
X-1832	BRCA	LJM716 + trastuzumab	633.9	22.6	7	170.8	-0.4
X-1832	BRCA	LJM716 + trastuzumab	803.8	23.4	10	243.4	3.1
X-1832	BRCA	LJM716 + trastuzumab	1195.3	23.7	13	410.6	4.4
X-1832	BRCA	LJM716 + trastuzumab	2325.2	24.4	22	893.3	7.5
X-1832	BRCA	LKA136	213.1	27.2	0	0	0
X-1832	BRCA	LKA136	216.9	27.3	4	1.8	0.4
X-1832	BRCA	LKA136	229.2	26.4	7	7.6	-2.9
X-1832	BRCA	LKA136	320.7	27.6	11	50.5	1.5
X-1832	BRCA	LKA136	434.9	27.1	14	104.1	-0.4
X-1832	BRCA	LKA136	475.4	28.3	17	123.1	4
X-1832	BRCA	LKA136	1116.1	29.2	26	423.7	7.4
X-1832	BRCA	LKA136	1249	29.3	28	486.1	7.7
X-1832	BRCA	LKA136	1798.7	30.2	32	744.1	11
X-1832	BRCA	LLM871	215	25.8	0	0	0
X-1832	BRCA	LLM871	325.5	26	8	51.4	0.8
X-1832	BRCA	LLM871	455.5	26.1	10	111.9	1.2
X-1832	BRCA	LLM871	564.9	23.6	14	162.7	-8.5
X-1832	BRCA	binimetinib	322.2	24.9	0	0	0
X-1832	BRCA	binimetinib	408.2	25.3	4	26.7	1.6
X-1832	BRCA	binimetinib	556.8	24.9	7	72.8	0
X-1832	BRCA	binimetinib	932.1	26.1	11	189.3	4.8
X-1832	BRCA	binimetinib	1135.3	25.5	14	252.4	2.4
X-1832	BRCA	binimetinib	1376	28	17	327.1	12.4
X-1832	BRCA	paclitaxel	199	25.1	0	0	0
X-1832	BRCA	paclitaxel	191.6	25.5	3	-3.7	1.6
X-1832	BRCA	paclitaxel	193.7	25.6	6	-2.7	2
X-1832	BRCA	paclitaxel	207.4	25.7	15	4.2	2.4
X-1832	BRCA	paclitaxel	205.7	26.1	17	3.4	4
X-1832	BRCA	paclitaxel	216	25.3	21	8.5	0.8
X-1832	BRCA	paclitaxel	212.2	26.1	24	6.6	4
X-1832	BRCA	paclitaxel	260.2	26.2	28	30.8	4.4
X-1832	BRCA	paclitaxel	327.2	26.3	31	64.4	4.8
X-1832	BRCA	paclitaxel	439.4	25.7	35	120.8	2.4
X-1832	BRCA	paclitaxel	496.1	26.7	38	149.3	6.4
X-1832	BRCA	paclitaxel	734.1	27.2	42	268.9	8.4
X-1832	BRCA	paclitaxel	774.4	28.2	45	289.1	12.4
X-1832	BRCA	paclitaxel	1168.1	27.9	49	487	11.2
X-1832	BRCA	tamoxifen	219.3	24.9	0	0	0
X-1832	BRCA	tamoxifen	331.7	26.8	4	51.3	7.6
X-1832	BRCA	tamoxifen	547.3	27.1	7	149.6	8.8
X-1832	BRCA	tamoxifen	721.3	26.9	10	228.9	8
X-1832	BRCA	tamoxifen	1913.5	28.4	19	772.5	14.1
X-1832	BRCA	trastuzumab	262.4	28.4	0	0	0
X-1832	BRCA	trastuzumab	412	27.9	3	57	-1.8
X-1832	BRCA	trastuzumab	1012.1	30.3	10	285.7	6.7
X-1832	BRCA	trastuzumab	1540.4	31	13	487	9.2
X-1832	BRCA	untreated	356.1	27.9	0	0	0
X-1832	BRCA	untreated	607.7	28	5	70.7	0.4
X-1832	BRCA	untreated	700.2	28.9	8	96.6	3.6
X-1832	BRCA	untreated	927.7	29	12	160.5	3.9
X-1832	BRCA	untreated	1045.5	29.4	15	193.6	5.4
X-1832	BRCA	untreated	1082.1	28.7	19	203.9	2.9
X-1832	BRCA	untreated	1122.2	29.7	22	215.1	6.5
X-1832	BRCA	untreated	1200.6	29.3	26	237.2	5
X-1832	BRCA	untreated	1220.3	29.3	29	242.7	5
X-1832	BRCA	untreated	1232	28.9	33	246	3.6
X-1832	BRCA	LFW527 + everolimus	279.39	22.1	0	0	0
X-1832	BRCA	LFW527 + everolimus	416.26	21.2	6	49	-4.1
X-1832	BRCA	LFW527 + everolimus	399.29	19	10	42.9	-14
X-1832	BRCA	LFW527 + everolimus	481.9	20.6	14	72.5	-6.8
X-1832	BRCA	LFW527 + everolimus	496.11	19	17	77.6	-14
X-1834	NSCLC	BGJ398	187.4	26.3	0	0	0
X-1834	NSCLC	BGJ398	171.5	25.7	2	-8.5	-2.3
X-1834	NSCLC	BGJ398	249.4	25.2	6	33.1	-4.2
X-1834	NSCLC	BGJ398	340.8	25.8	13	81.9	-1.9
X-1834	NSCLC	BGJ398	332.9	25.7	20	77.6	-2.3
X-1834	NSCLC	BKM120	169	23.9	0	0	0
X-1834	NSCLC	BKM120	218.8	24.7	2	29.5	3.3
X-1834	NSCLC	BKM120	136.2	24.5	6	-19.4	2.5
X-1834	NSCLC	BKM120	138.6	25.7	13	-18	7.5
X-1834	NSCLC	BKM120	183.7	26.7	20	8.7	11.7
X-1834	NSCLC	BKM120	266.6	26.9	23	57.8	12.6
X-1834	NSCLC	BKM120	299.6	26.9	26	77.3	12.6
X-1834	NSCLC	BKM120	379.3	26.9	30	124.4	12.6
X-1834	NSCLC	BKM120	382.1	27.4	34	126.1	14.6
X-1834	NSCLC	BKM120	546.1	27	37	223.1	13
X-1834	NSCLC	BKM120	577.6	26.9	40	241.8	12.6
X-1834	NSCLC	BKM120	803.5	26.1	43	375.4	9.2
X-1834	NSCLC	BKM120	925.1	26.9	47	447.4	12.6
X-1834	NSCLC	BKM120 + binimetinib	223.9	22.6	0	0	0
X-1834	NSCLC	BKM120 + binimetinib	290.4	22.8	2	29.7	0.9
X-1834	NSCLC	BKM120 + binimetinib	219.7	23.2	6	-1.9	2.7
X-1834	NSCLC	BKM120 + binimetinib	245.7	25.2	13	9.7	11.5
X-1834	NSCLC	BKM120 + binimetinib	426.3	26	20	90.4	15
X-1834	NSCLC	BKM120 + binimetinib	450.1	26.4	23	101	16.8
X-1834	NSCLC	BKM120 + binimetinib	479.2	27	26	114	19.5
X-1834	NSCLC	BKM120 + binimetinib	532.9	27	30	138	19.5
X-1834	NSCLC	BKM120 + binimetinib	545.3	27.5	34	143.5	21.7
X-1834	NSCLC	BKM120 + binimetinib	630.7	26.9	37	181.7	19
X-1834	NSCLC	BKM120 + binimetinib	628.3	27.1	40	180.6	19.9
X-1834	NSCLC	BKM120 + binimetinib	736.3	27.4	43	228.9	21.2
X-1834	NSCLC	BKM120 + binimetinib	863.3	28.4	47	285.6	25.7
X-1834	NSCLC	BYL719	138.5	23	0	0	0
X-1834	NSCLC	BYL719	117.7	23.8	2	-15	3.5
X-1834	NSCLC	BYL719	101.9	23.1	6	-26.4	0.4
X-1834	NSCLC	BYL719	132.1	23.8	13	-4.6	3.5
X-1834	NSCLC	BYL719	184.6	23.9	20	33.3	3.9
X-1834	NSCLC	BYL719	197.4	23.2	23	42.5	0.9
X-1834	NSCLC	BYL719	186.6	23.2	26	34.7	0.9
X-1834	NSCLC	BYL719	181.9	23.6	30	31.3	2.6
X-1834	NSCLC	BYL719	281.4	24.1	34	103.2	4.8
X-1834	NSCLC	BYL719	382.1	24.2	37	175.9	5.2
X-1834	NSCLC	BYL719	408.8	24.7	40	195.2	7.4
X-1834	NSCLC	BYL719	275.5	24.4	43	98.9	6.1
X-1834	NSCLC	BYL719	290.1	24.9	47	109.5	8.3
X-1834	NSCLC	BYL719	344.1	25.2	54	148.4	9.6
X-1834	NSCLC	BYL719	434.9	23.9	57	214	3.9
X-1834	NSCLC	BYL719	453	25.2	62	227.1	9.6
X-1834	NSCLC	BYL719	550.9	25.8	65	297.8	12.2
X-1834	NSCLC	BYL719	619.5	25.9	68	347.3	12.6
X-1834	NSCLC	BYL719 + LGH447	160.9	25	0	0	0
X-1834	NSCLC	BYL719 + LGH447	188.3	25.6	2	17	2.4
X-1834	NSCLC	BYL719 + LGH447	226.6	24.6	6	40.8	-1.6
X-1834	NSCLC	BYL719 + LGH447	331.4	26.7	13	106	6.8
X-1834	NSCLC	BYL719 + LJM716	241.2	24.3	0	0	0
X-1834	NSCLC	BYL719 + LJM716	292	25.4	2	21.1	4.5
X-1834	NSCLC	BYL719 + LJM716	416.2	24.2	6	72.6	-0.4
X-1834	NSCLC	BYL719 + LJM716	517.9	25.2	13	114.7	3.7
X-1834	NSCLC	BYL719 + LJM716	601	25.7	20	149.2	5.8
X-1834	NSCLC	BYL719 + LJM716	689.8	25.2	21	186	3.7
X-1834	NSCLC	CGM097	183.7	24.9	0	0	0
X-1834	NSCLC	CGM097	346	26.3	2	88.4	5.6
X-1834	NSCLC	CGM097	428.1	26.9	6	133	8
X-1834	NSCLC	CGM097	423.3	28.2	13	130.4	13.3
X-1834	NSCLC	CGM097	600.9	28.7	20	227.1	15.3
X-1834	NSCLC	CGM097	715.8	28.2	21	289.7	13.3
X-1834	NSCLC	CKX620	267.5	29.1	0	0	0
X-1834	NSCLC	CKX620	503.5	28.4	2	88.2	-2.4
X-1834	NSCLC	CKX620	421.5	29.1	6	57.6	0
X-1834	NSCLC	CKX620	285.8	30.9	13	6.8	6.2
X-1834	NSCLC	CKX620	288.5	30.5	20	7.9	4.8
X-1834	NSCLC	CKX620	309.9	30.9	23	15.9	6.2
X-1834	NSCLC	CKX620	311.9	30.4	26	16.6	4.5
X-1834	NSCLC	CKX620	372.1	30.8	30	39.1	5.8
X-1834	NSCLC	CKX620	242.6	31.4	34	-9.3	7.9
X-1834	NSCLC	CKX620	228.9	32.4	37	-14.4	11.3
X-1834	NSCLC	CKX620	206.1	32.5	40	-23	11.7
X-1834	NSCLC	CKX620	245.7	30.1	43	-8.1	3.4
X-1834	NSCLC	CKX620	291.9	30.9	47	9.1	6.2
X-1834	NSCLC	CKX620	203.7	31	54	-23.9	6.5
X-1834	NSCLC	CKX620	240.2	32	57	-10.2	10
X-1834	NSCLC	CKX620	293.6	31.5	62	9.8	8.2
X-1834	NSCLC	CKX620	237.6	29.3	65	-11.2	0.7
X-1834	NSCLC	CKX620	245.3	26.6	68	-8.3	-8.6
